,0
0,0.6126126126126126
1,0.5766738660907127
2,0.5598377281947262
3,0.5670731707317073
4,0.5617283950617284
5,0.5714285714285714
6,0.5967413441955194
7,0.5971943887775552
8,0.5892116182572614
9,0.6008230452674898
10,0.5846774193548387
11,0.5460251046025104
12,0.603448275862069
13,0.6313465783664459
14,0.5612903225806452
15,0.5982532751091703
16,0.6229116945107399
17,0.6048192771084338
18,0.584051724137931
19,0.5693581780538303
20,0.5659574468085107
21,0.5494736842105263
22,0.5707964601769911
23,0.5670995670995671
24,0.5770065075921909
25,0.5945330296127562
26,0.5959367945823928
27,0.6050228310502284
28,0.5623721881390593
29,0.5711382113821138
30,0.6096491228070176
31,0.6043956043956044
32,0.58675799086758
33,0.5905172413793104
34,0.5833333333333334
35,0.5408163265306123
36,0.5474747474747474
37,0.5605749486652978
38,0.5651260504201681
39,0.5886075949367089
40,0.5807127882599581
41,0.544468546637744
42,0.576837416481069
43,0.5708333333333333
44,0.5263157894736842
45,0.548728813559322
46,0.5735607675906184
47,0.5921052631578947
48,0.5614035087719298
49,0.5374015748031497
50,0.5881057268722467
51,0.6343825665859564
52,0.6120481927710844
53,0.5541666666666667
54,0.5731462925851704
55,0.5752577319587628
56,0.5414012738853503
57,0.576017130620985
58,0.5741127348643006
59,0.5433884297520661
60,0.5445544554455446
61,0.5493827160493827
62,0.5536480686695279
63,0.5110132158590308
64,0.45253863134657835
65,0.47058823529411764
66,0.46860986547085204
67,0.4608294930875576
68,0.42919389978213507
69,0.38344226579520696
70,0.3939393939393939
71,0.39611650485436894
72,0.39462809917355374
73,0.39243027888446214
74,0.3956262425447316
75,0.3911290322580645
76,0.3870967741935484
77,0.4246575342465753
78,0.44418052256532065
79,0.40217391304347827
80,0.37445887445887444
81,0.37735849056603776
82,0.37476099426386233
83,0.38353413654618473
84,0.3921971252566735
85,0.41164241164241167
86,0.41596638655462187
87,0.4110429447852761
88,0.42171189979123175
89,0.4107883817427386
90,0.4039301310043668
91,0.39914163090128757
92,0.4024640657084189
93,0.3991769547325103
94,0.38650306748466257
95,0.4045643153526971
96,0.4150197628458498
97,0.38966202783300197
98,0.3902439024390244
99,0.3959731543624161
100,0.4043478260869565
101,0.4189189189189189
102,0.4103671706263499
103,0.4178794178794179
104,0.41422594142259417
105,0.4176954732510288
106,0.44298245614035087
107,0.4409090909090909
108,0.4073319755600815
109,0.41922290388548056
110,0.40772532188841204
111,0.37751004016064255
112,0.4077079107505071
113,0.40755467196819084
114,0.39490445859872614
115,0.40714285714285714
116,0.4110169491525424
117,0.39768339768339767
118,0.40325865580448067
119,0.42483660130718953
120,0.423728813559322
121,0.41983122362869196
122,0.425764192139738
123,0.42588726513569936
124,0.4148296593186373
125,0.42588726513569936
126,0.43043478260869567
127,0.40681362725450904
128,0.41222879684418146
129,0.41995841995842
130,0.41082164328657317
131,0.40784313725490196
132,0.4049079754601227
133,0.42332613390928725
134,0.4203187250996016
135,0.41965973534971646
136,0.42677824267782427
137,0.4342105263157895
138,0.45217391304347826
139,0.45161290322580644
140,0.43187066974595845
141,0.42637362637362636
142,0.4356223175965665
143,0.4279749478079332
144,0.41237113402061853
145,0.41200828157349895
146,0.42886178861788615
147,0.4288577154308617
148,0.4097087378640777
149,0.42448979591836733
150,0.4416135881104034
151,0.4531914893617021
152,0.45248868778280543
153,0.47699757869249393
154,0.5508274231678487
155,0.5692307692307692
156,0.5607675906183369
157,0.5583864118895966
158,0.5924276169265034
159,0.5949656750572082
160,0.5732758620689655
161,0.5869120654396728
162,0.5936842105263158
163,0.623608017817372
164,0.6155555555555555
165,0.5677966101694916
166,0.5774058577405857
167,0.5898989898989899
168,0.5902335456475584
169,0.5947712418300654
170,0.6037735849056604
171,0.6112311015118791
172,0.6133056133056133
173,0.5797101449275363
174,0.5588865096359743
175,0.5811965811965812
176,0.5858369098712446
177,0.5951327433628318
178,0.5860566448801743
179,0.5518672199170125
180,0.5645161290322581
181,0.6029106029106029
182,0.6012931034482759
183,0.5821205821205822
184,0.5564853556485355
185,0.553941908713693
186,0.587991718426501
187,0.5942028985507246
188,0.5794979079497908
189,0.5741935483870968
190,0.5987261146496815
191,0.5862831858407079
192,0.5252100840336135
193,0.5546218487394958
194,0.5929978118161926
195,0.5991561181434599
196,0.5901287553648069
197,0.5777310924369747
198,0.5833333333333334
199,0.6125
200,0.6142241379310345
201,0.5611814345991561
202,0.562363238512035
203,0.605080831408776
204,0.6193853427895981
205,0.5711111111111111
206,0.560081466395112
207,0.5923566878980892
208,0.6109839816933639
209,0.6063348416289592
210,0.5717299578059072
211,0.5363825363825364
212,0.5350194552529183
213,0.5703275529865125
214,0.5848670756646217
215,0.5708502024291497
216,0.5896907216494846
217,0.6124197002141327
218,0.59375
219,0.5676767676767677
220,0.577639751552795
221,0.5902335456475584
222,0.5873684210526315
223,0.5607064017660044
224,0.5753424657534246
225,0.5859872611464968
226,0.5847826086956521
227,0.581081081081081
228,0.5502092050209205
229,0.5555555555555556
230,0.5759493670886076
231,0.5652173913043478
232,0.5477178423236515
233,0.5679012345679012
234,0.5791666666666667
235,0.5883534136546185
236,0.5694164989939637
237,0.5489443378119002
238,0.5711422845691383
239,0.582089552238806
240,0.5674603174603174
241,0.5824847250509165
242,0.5957894736842105
243,0.5768421052631579
244,0.5725806451612904
245,0.6089613034623218
246,0.6321585903083701
247,0.6026200873362445
248,0.578125
249,0.5698198198198198
250,0.558091286307054
251,0.5321285140562249
252,0.5495867768595041
253,0.5690376569037657
254,0.5883575883575883
255,0.6
256,0.569593147751606
257,0.5423387096774194
258,0.5591836734693878
259,0.5838509316770186
260,0.5863453815261044
261,0.5969498910675382
262,0.6126760563380281
263,0.6160919540229886
264,0.5942982456140351
265,0.586864406779661
266,0.5622568093385214
267,0.5418250950570342
268,0.5650406504065041
269,0.578838174273859
270,0.5593561368209256
271,0.5575396825396826
272,0.569937369519833
273,0.5774058577405857
