,0
0,0.5811965811965812
1,0.556935817805383
2,0.576837416481069
3,0.5483870967741935
4,0.5566801619433198
5,0.5494736842105263
6,0.5240963855421686
7,0.5778251599147122
8,0.574235807860262
9,0.5428015564202334
10,0.547568710359408
11,0.6180048661800487
12,0.5736607142857143
13,0.5896907216494846
14,0.5587044534412956
15,0.5642105263157895
16,0.5611814345991561
17,0.5445544554455446
18,0.5403846153846154
19,0.5324675324675324
20,0.48282828282828283
21,0.5180467091295117
22,0.48073022312373226
23,0.5125523012552301
24,0.42127659574468085
25,0.3864628820960699
26,0.40041928721174
27,0.4308755760368664
28,0.380859375
29,0.40552016985138006
30,0.3866396761133603
31,0.3793103448275862
32,0.39148936170212767
33,0.3609341825902335
34,0.42147117296222664
35,0.38427947598253276
36,0.39740820734341253
37,0.3975659229208925
38,0.40976645435244163
39,0.40397350993377484
40,0.3760330578512397
41,0.39601769911504425
42,0.39787234042553193
43,0.3693181818181818
44,0.39544513457556935
45,0.3897550111358575
46,0.3655705996131528
47,0.4143763213530655
48,0.41496598639455784
49,0.40332640332640335
50,0.41030927835051545
51,0.39737991266375544
52,0.376984126984127
53,0.4078674948240166
54,0.4134199134199134
55,0.3921161825726141
56,0.4064516129032258
57,0.432258064516129
58,0.43013100436681223
59,0.4074074074074074
60,0.408
61,0.4230769230769231
62,0.40408163265306124
63,0.4190871369294606
64,0.42292490118577075
65,0.39835728952772076
66,0.42526315789473684
67,0.41818181818181815
68,0.4300202839756592
69,0.4300847457627119
70,0.4086242299794661
71,0.4358974358974359
72,0.45751633986928103
73,0.4378947368421053
74,0.4449648711943794
75,0.43628509719222464
76,0.3865877712031558
77,0.43584521384928715
78,0.5505836575875487
79,0.573170731707317
80,0.6008403361344538
81,0.5639412997903563
82,0.6113636363636363
83,0.5837004405286343
84,0.5577342047930284
85,0.5778688524590164
86,0.5849889624724062
87,0.5578512396694215
88,0.5753715498938429
89,0.5613305613305614
90,0.6144859813084113
91,0.5644820295983086
92,0.5631469979296067
93,0.5474747474747474
94,0.5546218487394958
95,0.5836820083682008
96,0.5648535564853556
97,0.5826612903225806
98,0.5496828752642706
99,0.5410821643286573
100,0.5258964143426295
101,0.5321285140562249
102,0.5855670103092784
103,0.5612903225806452
104,0.5589430894308943
105,0.559322033898305
106,0.588495575221239
107,0.5577342047930284
108,0.5272727272727272
109,0.5842450765864332
110,0.6053811659192825
111,0.5610766045548654
112,0.5720338983050848
113,0.5579399141630901
114,0.5682730923694779
115,0.5708333333333333
116,0.5490981963927856
117,0.5795918367346938
118,0.5870445344129555
119,0.5854126679462572
120,0.5948827292110874
121,0.5572354211663066
122,0.5743380855397149
123,0.5739514348785872
124,0.6083150984682714
125,0.5752032520325203
126,0.5589941972920697
127,0.5654885654885655
128,0.5782178217821782
129,0.5811088295687885
130,0.5717299578059072
131,0.5974025974025974
132,0.5894308943089431
133,0.5386138613861386
134,0.5914634146341463
135,0.5573122529644269
136,0.5806451612903226
